ORDER_ID,CUSTOMER_ID,ORDER_DATE,ORDER_AMOUNT,STATUS
ORD_000094,CUST_00012,2024-07-19,126.58,FULFILLED
ORD_000095,CUST_00012,2024-07-04,164.2,FULFILLED
ORD_000096,CUST_00013,2024-04-26,204.43,RETURNED
ORD_000097,CUST_00013,2024-01-15,153.15,FULFILLED
ORD_000098,CUST_00013,2024-02-14,195.75,FULFILLED
ORD_000099,CUST_00013,2024-03-19,180.16,RETURNED
ORD_000100,CUST_00013,2024-05-11,190.38,RETURNED
ORD_000101,CUST_00014,2024-03-18,84.17,CANCELLED
ORD_000102,CUST_00014,2024-03-07,195.12,FULFILLED
ORD_000103,CUST_00014,2024-04-14,184.24,CANCELLED
ORD_000104,CUST_00014,2024-05-06,116.11,FULFILLED
ORD_000105,CUST_00014,2024-08-30,107.65,FULFILLED
ORD_000106,CUST_00014,2024-08-28,86.23,FULFILLED
ORD_000107,CUST_00014,2024-09-10,169.85,CANCELLED
ORD_000108,CUST_00015,2024-03-12,219.95,CANCELLED
ORD_000109,CUST_00015,2024-03-02,219.14,FULFILLED
ORD_000110,CUST_00015,2024-02-09,258.75,RETURNED
ORD_000111,CUST_00016,2024-01-06,204.59,FULFILLED
ORD_000112,CUST_00016,2024-03-28,183.34,RETURNED
ORD_000113,CUST_00016,2024-01-07,89.06,RETURNED
ORD_000114,CUST_00016,2024-01-24,173.94,RETURNED
ORD_000115,CUST_00016,2024-02-14,216.6,RETURNED
ORD_000116,CUST_00016,2024-04-21,181.71,FULFILLED
ORD_000117,CUST_00016,2024-03-17,197.66,FULFILLED
ORD_000118,CUST_00016,2024-11-02,238.79,FULFILLED
ORD_000119,CUST_00016,2024-11-18,166.13,FULFILLED
ORD_000120,CUST_00016,2024-07-25,185.24,FULFILLED
ORD_000121,CUST_00016,2024-10-14,167.48,RETURNED
ORD_000122,CUST_00016,2024-07-19,236.05,FULFILLED
ORD_000123,CUST_00017,2024-05-23,247.14,RETURNED
ORD_000124,CUST_00017,2024-01-21,196.14,FULFILLED
ORD_000125,CUST_00017,2024-05-02,259.02,FULFILLED
ORD_000126,CUST_00017,2024-02-25,256.97,CANCELLED
ORD_000127,CUST_00017,2024-02-22,283.65,FULFILLED
ORD_000128,CUST_00017,2024-03-09,203.76,FULFILLED
ORD_000129,CUST_00018,2024-04-30,209.06,CANCELLED
ORD_000130,CUST_00018,2024-04-21,98.51,FULFILLED
ORD_000131,CUST_00019,2024-06-23,133.69,FULFILLED
ORD_000132,CUST_00020,2024-05-23,133.63,RETURNED
ORD_000133,CUST_00021,2024-05-13,123.97,FULFILLED
ORD_000134,CUST_00021,2024-02-17,168.34,FULFILLED
ORD_000135,CUST_00021,2024-03-15,144.81,FULFILLED
ORD_000136,CUST_00021,2024-04-11,110.29,FULFILLED
ORD_000137,CUST_00021,2024-03-22,114.43,FULFILLED
ORD_000138,CUST_00021,2024-03-11,139.92,FULFILLED
ORD_000139,CUST_00022,2024-04-08,153.65,CANCELLED
ORD_000140,CUST_00022,2024-02-16,47.24,FULFILLED
ORD_000141,CUST_00023,2024-01-01,153.99,FULFILLED
ORD_000142,CUST_00023,2024-01-05,131.73,FULFILLED
ORD_000143,CUST_00023,2024-05-15,213.08,FULFILLED
ORD_000144,CUST_00023,2024-04-04,170.97,RETURNED
ORD_000145,CUST_00023,2024-01-18,190.95,FULFILLED
ORD_000146,CUST_00023,2024-02-16,172.91,RETURNED
ORD_000147,CUST_00024,2024-04-04,247.57,FULFILLED
ORD_000148,CUST_00024,2024-05-18,140.48,FULFILLED
ORD_000149,CUST_00024,2024-04-09,174.11,FULFILLED
ORD_000150,CUST_00024,2024-03-21,182.8,FULFILLED
ORD_000151,CUST_00024,2024-04-13,197.22,FULFILLED
ORD_000152,CUST_00024,2024-10-06,124.06,FULFILLED
ORD_000153,CUST_00024,2024-09-29,248.49,FULFILLED
ORD_000154,CUST_00024,2024-08-13,148.0,FULFILLED
ORD_000155,CUST_00024,2024-11-19,163.02,FULFILLED
ORD_000156,CUST_00025,2024-05-03,168.66,RETURNED
ORD_000157,CUST_00025,2024-01-21,229.75,FULFILLED
ORD_000158,CUST_00025,2024-01-12,249.37,RETURNED
ORD_000159,CUST_00025,2024-04-17,279.92,RETURNED
ORD_000160,CUST_00025,2024-04-17,182.62,RETURNED
ORD_000161,CUST_00025,2024-06-18,196.27,FULFILLED
ORD_000162,CUST_00025,2024-10-11,249.86,FULFILLED
ORD_000163,CUST_00025,2024-11-15,255.52,FULFILLED
ORD_000164,CUST_00025,2024-10-31,207.19,FULFILLED
ORD_000165,CUST_00025,2024-11-03,164.35,FULFILLED
ORD_000166,CUST_00026,2024-05-20,110.86,CANCELLED
ORD_000167,CUST_00026,2024-01-11,107.91,RETURNED
ORD_000168,CUST_00026,2024-05-05,191.14,FULFILLED
ORD_000169,CUST_00026,2024-03-17,213.41,FULFILLED
ORD_000170,CUST_00026,2024-04-03,79.74,RETURNED
ORD_000171,CUST_00026,2024-10-12,117.84,FULFILLED
ORD_000172,CUST_00026,2024-09-24,129.64,FULFILLED
ORD_000173,CUST_00026,2024-10-09,149.08,RETURNED
ORD_000174,CUST_00026,2024-09-16,151.12,FULFILLED
ORD_000175,CUST_00027,2024-02-09,186.09,RETURNED
ORD_000176,CUST_00027,2024-03-08,158.34,FULFILLED
ORD_000177,CUST_00027,2024-05-20,237.13,FULFILLED
ORD_000178,CUST_00027,2024-07-28,143.3,FULFILLED
ORD_000179,CUST_00027,2024-10-30,231.96,RETURNED
ORD_000180,CUST_00028,2024-05-02,85.13,FULFILLED
ORD_000181,CUST_00028,2024-02-22,133.65,FULFILLED
ORD_000182,CUST_00028,2024-03-07,39.86,CANCELLED
ORD_000183,CUST_00029,2024-01-24,150.99,RETURNED
ORD_000184,CUST_00029,2024-02-24,153.87,FULFILLED
ORD_000185,CUST_00029,2024-04-13,143.93,FULFILLED
ORD_000186,CUST_00029,2024-02-05,94.2,RETURNED
ORD_000187,CUST_00029,2024-05-25,132.04,RETURNED
ORD_000188,CUST_00029,2024-10-17,170.59,FULFILLED
ORD_000189,CUST_00029,2024-11-02,150.41,FULFILLED
ORD_000190,CUST_00029,2024-07-05,126.09,FULFILLED
ORD_000191,CUST_00029,2024-08-12,230.99,FULFILLED
ORD_000192,CUST_00030,2024-03-09,47.96,CANCELLED
ORD_000193,CUST_00030,2024-04-04,128.16,FULFILLED
ORD_000194,CUST_00031,2024-04-13,200.36,FULFILLED
ORD_000195,CUST_00031,2024-01-08,161.62,FULFILLED
ORD_000196,CUST_00031,2024-03-13,157.86,FULFILLED
ORD_000197,CUST_00031,2024-03-25,209.23,FULFILLED
ORD_000198,CUST_00031,2024-05-01,259.38,FULFILLED
ORD_000199,CUST_00031,2024-03-14,165.34,FULFILLED
ORD_000200,CUST_00031,2024-02-15,174.66,RETURNED
ORD_000201,CUST_00031,2024-07-11,256.67,FULFILLED
ORD_000202,CUST_00031,2024-10-29,226.97,RETURNED
ORD_000203,CUST_00031,2024-08-08,205.68,FULFILLED
ORD_000204,CUST_00031,2024-09-01,225.95,FULFILLED
ORD_000205,CUST_00031,2024-08-19,203.69,RETURNED
ORD_000206,CUST_00032,2024-01-10,193.92,CANCELLED
ORD_000207,CUST_00032,2024-04-05,92.4,FULFILLED
ORD_000208,CUST_00033,2024-01-23,273.92,FULFILLED
ORD_000209,CUST_00033,2024-02-24,228.63,FULFILLED
ORD_000210,CUST_00034,2024-01-16,171.29,FULFILLED
ORD_000211,CUST_00034,2024-04-14,173.16,FULFILLED
ORD_000212,CUST_00035,2024-05-06,221.71,FULFILLED
ORD_000213,CUST_00035,2024-04-19,331.06,FULFILLED
ORD_000214,CUST_00035,2024-05-09,281.3,CANCELLED
ORD_000215,CUST_00035,2024-03-29,287.63,FULFILLED
ORD_000216,CUST_00035,2024-01-11,319.02,FULFILLED
ORD_000217,CUST_00035,2024-03-23,267.54,RETURNED
ORD_000218,CUST_00035,2024-08-25,247.4,RETURNED
ORD_000219,CUST_00035,2024-11-23,227.65,RETURNED
ORD_000220,CUST_00035,2024-08-22,252.06,RETURNED
ORD_000221,CUST_00035,2024-09-12,299.32,CANCELLED
ORD_000222,CUST_00036,2024-06-18,186.45,FULFILLED
ORD_000223,CUST_00037,2024-03-05,211.38,FULFILLED
ORD_000224,CUST_00038,2024-04-30,111.09,FULFILLED
ORD_000225,CUST_00038,2024-03-05,128.65,FULFILLED
ORD_000226,CUST_00039,2024-05-23,245.29,FULFILLED
ORD_000227,CUST_00039,2024-04-22,157.27,FULFILLED
ORD_000228,CUST_00039,2024-01-09,188.46,RETURNED
ORD_000229,CUST_00039,2024-05-27,222.41,FULFILLED
ORD_000230,CUST_00039,2024-01-04,255.04,FULFILLED
ORD_000231,CUST_00039,2024-03-19,271.43,CANCELLED
ORD_000232,CUST_00039,2024-08-13,269.53,CANCELLED
ORD_000233,CUST_00039,2024-09-24,229.55,FULFILLED
ORD_000234,CUST_00039,2024-10-28,222.26,FULFILLED
ORD_000235,CUST_00039,2024-07-06,182.72,FULFILLED
ORD_000236,CUST_00039,2024-08-07,203.39,FULFILLED
ORD_000237,CUST_00040,2024-05-15,297.43,FULFILLED
ORD_000238,CUST_00040,2024-10-31,250.8,FULFILLED
ORD_000239,CUST_00041,2024-04-14,179.82,FULFILLED
ORD_000240,CUST_00041,2024-04-16,222.63,FULFILLED
ORD_000241,CUST_00041,2024-03-26,155.03,FULFILLED
ORD_000242,CUST_00041,2024-03-21,223.41,FULFILLED
ORD_000243,CUST_00041,2024-01-11,151.94,FULFILLED
ORD_000244,CUST_00041,2024-05-22,182.44,FULFILLED
ORD_000245,CUST_00041,2024-07-17,210.89,FULFILLED
ORD_000246,CUST_00041,2024-11-16,191.04,CANCELLED
ORD_000247,CUST_00041,2024-07-08,239.71,FULFILLED
ORD_000248,CUST_00041,2024-08-12,252.97,CANCELLED
ORD_000249,CUST_00041,2024-08-08,231.0,RETURNED
ORD_000250,CUST_00042,2024-02-11,159.36,RETURNED
ORD_000251,CUST_00043,2024-03-13,286.39,FULFILLED
ORD_000252,CUST_00043,2024-04-08,254.17,FULFILLED
ORD_000253,CUST_00043,2024-02-03,243.21,FULFILLED
ORD_000254,CUST_00043,2024-03-27,300.0,FULFILLED
ORD_000255,CUST_00043,2024-05-21,205.7,FULFILLED
ORD_000256,CUST_00043,2024-04-20,229.78,FULFILLED
ORD_000257,CUST_00043,2024-09-25,225.27,FULFILLED
ORD_000258,CUST_00043,2024-09-29,215.63,FULFILLED
ORD_000259,CUST_00043,2024-07-18,203.05,FULFILLED
ORD_000260,CUST_00043,2024-11-11,264.54,FULFILLED
ORD_000261,CUST_00043,2024-07-03,238.93,FULFILLED
ORD_000262,CUST_00044,2024-02-29,173.9,FULFILLED
ORD_000263,CUST_00044,2024-04-01,199.92,FULFILLED
ORD_000264,CUST_00044,2024-02-19,193.91,FULFILLED
ORD_000265,CUST_00044,2024-01-11,204.37,FULFILLED
ORD_000266,CUST_00044,2024-03-07,152.33,FULFILLED
ORD_000267,CUST_00045,2024-01-13,38.98,RETURNED
ORD_000268,CUST_00045,2024-04-21,92.33,FULFILLED
ORD_000269,CUST_00045,2024-02-11,33.08,FULFILLED
ORD_000270,CUST_00045,2024-05-15,94.12,FULFILLED
ORD_000271,CUST_00045,2024-05-11,69.35,FULFILLED
ORD_000272,CUST_00045,2024-01-05,62.41,FULFILLED
ORD_000273,CUST_00045,2024-06-17,137.65,FULFILLED
ORD_000274,CUST_00045,2024-11-09,88.13,FULFILLED
ORD_000275,CUST_00045,2024-07-19,72.29,CANCELLED
ORD_000276,CUST_00045,2024-07-06,166.46,CANCELLED
ORD_000277,CUST_00045,2024-07-05,73.09,FULFILLED
ORD_000278,CUST_00045,2024-07-10,96.51,FULFILLED
ORD_000279,CUST_00046,2024-03-27,141.71,FULFILLED
ORD_000280,CUST_00046,2024-01-11,159.08,CANCELLED
ORD_000281,CUST_00046,2024-02-10,135.88,FULFILLED
ORD_000282,CUST_00046,2024-06-20,163.89,CANCELLED
ORD_000283,CUST_00046,2024-10-10,154.41,FULFILLED
ORD_000284,CUST_00046,2024-08-16,161.38,FULFILLED
ORD_000285,CUST_00046,2024-10-25,176.86,FULFILLED
ORD_000286,CUST_00047,2024-02-15,249.83,FULFILLED
ORD_000287,CUST_00048,2024-01-20,202.89,FULFILLED
ORD_000288,CUST_00048,2024-04-05,201.22,RETURNED
ORD_000289,CUST_00048,2024-01-09,195.88,FULFILLED
ORD_000290,CUST_00048,2024-06-21,226.27,FULFILLED
ORD_000291,CUST_00048,2024-11-07,201.15,FULFILLED
ORD_000292,CUST_00048,2024-07-28,193.97,CANCELLED
ORD_000293,CUST_00048,2024-10-29,202.29,FULFILLED
ORD_000294,CUST_00049,2024-05-03,348.43,FULFILLED
ORD_000295,CUST_00049,2024-03-15,279.83,FULFILLED
ORD_000296,CUST_00049,2024-01-03,262.02,CANCELLED
ORD_000297,CUST_00049,2024-02-16,326.09,FULFILLED
ORD_000298,CUST_00049,2024-10-02,353.71,FULFILLED
ORD_000299,CUST_00049,2024-10-02,315.56,FULFILLED
ORD_000300,CUST_00049,2024-08-23,275.03,FULFILLED
ORD_000301,CUST_00050,2024-04-28,61.39,FULFILLED
ORD_000302,CUST_00050,2024-01-08,128.61,FULFILLED
ORD_000303,CUST_00050,2024-05-28,102.06,CANCELLED
ORD_000304,CUST_00050,2024-04-12,53.42,CANCELLED
ORD_000305,CUST_00051,2024-05-11,96.92,RETURNED
ORD_000306,CUST_00052,2024-04-03,242.7,FULFILLED
ORD_000307,CUST_00052,2024-02-07,251.22,FULFILLED
ORD_000308,CUST_00052,2024-03-19,295.62,FULFILLED
ORD_000309,CUST_00052,2024-02-23,291.21,FULFILLED
ORD_000310,CUST_00053,2024-03-06,212.48,FULFILLED
ORD_000311,CUST_00053,2024-03-27,215.26,FULFILLED
ORD_000312,CUST_00053,2024-03-01,193.29,FULFILLED
ORD_000313,CUST_00053,2024-03-24,154.59,FULFILLED
ORD_000314,CUST_00053,2024-01-06,163.07,FULFILLED
ORD_000315,CUST_00053,2024-05-04,245.65,FULFILLED
ORD_000316,CUST_00053,2024-10-21,247.95,RETURNED
ORD_000317,CUST_00053,2024-11-06,167.63,FULFILLED
ORD_000318,CUST_00053,2024-11-22,200.99,FULFILLED
ORD_000319,CUST_00053,2024-10-27,207.88,FULFILLED
ORD_000320,CUST_00053,2024-10-14,192.08,FULFILLED
ORD_000321,CUST_00054,2024-05-22,222.84,FULFILLED
ORD_000322,CUST_00054,2024-05-26,248.26,FULFILLED
ORD_000323,CUST_00054,2024-01-19,152.26,FULFILLED
ORD_000324,CUST_00054,2024-05-17,256.04,RETURNED
ORD_000325,CUST_00054,2024-04-08,224.14,FULFILLED
ORD_000326,CUST_00054,2024-02-16,278.21,FULFILLED
ORD_000327,CUST_00054,2024-11-10,214.21,FULFILLED
ORD_000328,CUST_00054,2024-11-19,197.49,FULFILLED
ORD_000329,CUST_00054,2024-08-23,239.71,FULFILLED
ORD_000330,CUST_00054,2024-08-04,162.42,FULFILLED
ORD_000331,CUST_00055,2024-03-29,191.92,RETURNED
ORD_000332,CUST_00055,2024-01-09,253.77,RETURNED
ORD_000333,CUST_00055,2024-02-24,197.03,RETURNED
ORD_000334,CUST_00056,2024-01-22,175.58,FULFILLED
ORD_000335,CUST_00056,2024-05-12,175.5,CANCELLED
ORD_000336,CUST_00056,2024-01-04,262.37,FULFILLED
ORD_000337,CUST_00056,2024-03-26,234.57,RETURNED
ORD_000338,CUST_00056,2024-02-04,184.35,CANCELLED
ORD_000339,CUST_00056,2024-03-16,187.44,FULFILLED
ORD_000340,CUST_00056,2024-08-25,218.84,CANCELLED
ORD_000341,CUST_00056,2024-10-13,158.7,FULFILLED
ORD_000342,CUST_00056,2024-08-14,213.71,FULFILLED
ORD_000343,CUST_00056,2024-09-20,185.08,CANCELLED
ORD_000344,CUST_00056,2024-08-25,167.1,FULFILLED
ORD_000345,CUST_00057,2024-01-11,249.79,FULFILLED
ORD_000346,CUST_00057,2024-04-27,270.55,CANCELLED
ORD_000347,CUST_00058,2024-06-18,176.71,FULFILLED
ORD_000348,CUST_00059,2024-04-10,172.44,FULFILLED
ORD_000349,CUST_00059,2024-04-26,97.29,FULFILLED
ORD_000350,CUST_00059,2024-05-10,273.1,FULFILLED
ORD_000351,CUST_00059,2024-02-09,200.72,RETURNED
ORD_000352,CUST_00059,2024-04-10,172.03,FULFILLED
ORD_000353,CUST_00059,2024-03-06,113.42,FULFILLED
ORD_000354,CUST_00059,2024-05-23,253.89,RETURNED
ORD_000355,CUST_00059,2024-07-06,171.86,FULFILLED
ORD_000356,CUST_00059,2024-08-23,164.62,FULFILLED
ORD_000357,CUST_00059,2024-08-05,215.93,CANCELLED
ORD_000358,CUST_00059,2024-07-15,255.45,FULFILLED
ORD_000359,CUST_00059,2024-11-16,85.99,RETURNED
ORD_000360,CUST_00060,2024-02-23,229.99,FULFILLED
ORD_000361,CUST_00060,2024-01-27,161.26,CANCELLED
ORD_000362,CUST_00060,2024-04-29,173.97,FULFILLED
ORD_000363,CUST_00060,2024-04-26,129.94,FULFILLED
ORD_000364,CUST_00060,2024-04-21,144.09,FULFILLED
ORD_000365,CUST_00060,2024-02-15,196.2,FULFILLED
ORD_000366,CUST_00060,2024-10-22,222.99,FULFILLED
ORD_000367,CUST_00060,2024-10-08,123.85,FULFILLED
ORD_000368,CUST_00060,2024-11-10,160.53,FULFILLED
ORD_000369,CUST_00060,2024-10-09,157.9,FULFILLED
ORD_000370,CUST_00061,2024-04-03,203.02,RETURNED
ORD_000371,CUST_00061,2024-03-06,189.68,CANCELLED
ORD_000372,CUST_00061,2024-03-28,167.62,RETURNED
ORD_000373,CUST_00061,2024-01-22,166.24,RETURNED
ORD_000374,CUST_00061,2024-02-07,167.5,RETURNED
ORD_000375,CUST_00062,2024-01-20,212.68,FULFILLED
ORD_000376,CUST_00062,2024-03-27,240.62,FULFILLED
ORD_000377,CUST_00062,2024-05-21,173.47,RETURNED
ORD_000378,CUST_00062,2024-03-31,209.66,FULFILLED
ORD_000379,CUST_00062,2024-01-16,199.09,FULFILLED
ORD_000380,CUST_00062,2024-03-22,149.45,CANCELLED
ORD_000381,CUST_00062,2024-03-13,134.61,FULFILLED
ORD_000382,CUST_00062,2024-09-10,209.08,CANCELLED
ORD_000383,CUST_00062,2024-09-01,107.94,FULFILLED
ORD_000384,CUST_00062,2024-11-11,138.93,FULFILLED
ORD_000385,CUST_00062,2024-09-20,212.91,FULFILLED
ORD_000386,CUST_00062,2024-10-08,236.91,FULFILLED
ORD_000387,CUST_00063,2024-02-17,162.06,FULFILLED
ORD_000388,CUST_00064,2024-03-24,215.06,CANCELLED
ORD_000389,CUST_00064,2024-03-27,164.8,FULFILLED
ORD_000390,CUST_00064,2024-04-11,51.01,FULFILLED
ORD_000391,CUST_00064,2024-04-06,172.58,FULFILLED
ORD_000392,CUST_00064,2024-07-15,149.95,FULFILLED
ORD_000393,CUST_00064,2024-11-01,144.38,FULFILLED
ORD_000394,CUST_00064,2024-11-21,135.09,RETURNED
ORD_000395,CUST_00065,2024-02-17,172.11,CANCELLED
ORD_000396,CUST_00066,2024-02-11,160.99,RETURNED
ORD_000397,CUST_00066,2024-02-29,172.03,FULFILLED
ORD_000398,CUST_00066,2024-05-22,178.94,FULFILLED
ORD_000399,CUST_00066,2024-05-22,173.29,FULFILLED
ORD_000400,CUST_00066,2024-04-22,161.78,FULFILLED
ORD_000401,CUST_00066,2024-11-25,194.55,FULFILLED
ORD_000402,CUST_00066,2024-10-12,160.08,RETURNED
ORD_000403,CUST_00066,2024-07-17,199.08,FULFILLED
ORD_000404,CUST_00066,2024-09-27,192.88,FULFILLED
ORD_000405,CUST_00067,2024-05-16,30.0,CANCELLED
ORD_000406,CUST_00067,2024-03-28,59.54,FULFILLED
ORD_000407,CUST_00068,2024-03-01,266.99,RETURNED
ORD_000408,CUST_00068,2024-03-15,249.88,FULFILLED
ORD_000409,CUST_00068,2024-05-03,243.17,RETURNED
ORD_000410,CUST_00069,2024-04-10,150.46,FULFILLED
ORD_000411,CUST_00069,2024-04-10,159.17,FULFILLED
ORD_000412,CUST_00069,2024-01-17,162.33,FULFILLED
ORD_000413,CUST_00069,2024-02-07,151.24,FULFILLED
ORD_000414,CUST_00070,2024-05-11,149.45,RETURNED
ORD_000415,CUST_00070,2024-04-11,96.06,FULFILLED
ORD_000416,CUST_00071,2024-01-27,180.25,FULFILLED
ORD_000417,CUST_00071,2024-03-10,128.28,FULFILLED
ORD_000418,CUST_00071,2024-05-26,132.72,FULFILLED
ORD_000419,CUST_00071,2024-03-06,68.93,FULFILLED
ORD_000420,CUST_00071,2024-01-26,136.0,FULFILLED
ORD_000421,CUST_00071,2024-06-15,127.08,FULFILLED
ORD_000422,CUST_00071,2024-07-15,123.24,FULFILLED
ORD_000423,CUST_00071,2024-09-20,147.05,FULFILLED
ORD_000424,CUST_00071,2024-10-11,127.31,RETURNED
ORD_000425,CUST_00071,2024-07-23,90.01,FULFILLED
ORD_000426,CUST_00072,2024-02-14,268.92,FULFILLED
ORD_000427,CUST_00072,2024-02-28,314.09,FULFILLED
ORD_000428,CUST_00072,2024-01-15,280.32,RETURNED
ORD_000429,CUST_00072,2024-01-16,353.92,CANCELLED
ORD_000430,CUST_00072,2024-02-11,336.07,FULFILLED
ORD_000431,CUST_00073,2024-01-31,45.14,FULFILLED
ORD_000432,CUST_00073,2024-02-18,30.0,FULFILLED
ORD_000433,CUST_00073,2024-02-15,83.96,CANCELLED
ORD_000434,CUST_00073,2024-05-21,104.77,CANCELLED
ORD_000435,CUST_00073,2024-04-26,52.99,FULFILLED
ORD_000436,CUST_00073,2024-02-02,115.45,FULFILLED
