CUSTOMER_ID,SEGMENT,REGISTRATION_DATE,REGION
CUST_00085,Basic,2022-09-11,East
CUST_00086,Standard,2023-07-06,West
CUST_00087,Premium,2023-06-17,North
CUST_00088,Standard,2023-12-26,North
CUST_00089,Standard,2023-10-14,North
CUST_00090,Basic,2023-10-16,North
CUST_00091,Standard,2023-11-10,South
CUST_00092,Basic,2022-05-24,West
CUST_00093,Premium,2022-10-17,North
CUST_00094,Premium,2023-01-27,East
CUST_00095,Basic,2022-05-21,North
CUST_00096,Standard,2022-01-05,North
CUST_00097,Basic,2022-03-16,West
CUST_00098,Standard,2022-01-21,East
CUST_00099,Basic,2022-10-18,North
CUST_00100,Basic,2022-08-13,West
CUST_00101,Premium,2022-03-16,North
CUST_00102,Basic,2022-12-17,West
CUST_00103,Premium,2022-06-04,West
CUST_00104,Basic,2022-10-01,West
CUST_00105,Standard,2022-07-29,South
CUST_00106,Basic,2022-04-02,North
CUST_00107,Basic,2023-08-18,North
CUST_00108,Basic,2022-11-07,North
CUST_00109,Premium,2023-11-15,West
CUST_00110,Basic,2023-05-12,North
CUST_00111,Standard,2022-04-29,South
CUST_00112,Standard,2023-05-04,South
CUST_00113,Standard,2022-12-10,South
CUST_00114,Basic,2023-11-26,East
CUST_00115,Premium,2022-07-20,East
CUST_00116,Basic,2023-08-20,West
CUST_00117,Standard,2023-09-12,East
CUST_00118,Basic,2023-09-22,East
CUST_00119,Standard,2023-09-28,South
CUST_00120,Basic,2022-06-15,East
CUST_00121,Premium,2022-01-03,South
CUST_00122,Basic,2023-03-16,North
CUST_00123,Basic,2022-10-14,South
CUST_00124,Premium,2022-03-04,East
CUST_00125,Standard,2022-06-17,East
CUST_00126,Premium,2023-07-14,South
CUST_00127,Premium,2022-06-04,West
CUST_00128,Premium,2022-06-04,South
CUST_00129,Basic,2022-09-13,East
CUST_00130,Standard,2023-11-03,West
CUST_00131,Basic,2022-02-20,South
CUST_00132,Standard,2023-06-02,West
CUST_00133,Premium,2023-08-04,East
CUST_00134,Basic,2022-05-06,North
CUST_00135,Basic,2022-02-15,North
CUST_00136,Basic,2022-04-08,South
CUST_00137,Basic,2023-10-24,West
CUST_00138,Standard,2022-01-02,West
CUST_00139,Basic,2022-12-16,East
CUST_00140,Standard,2023-09-10,South
CUST_00141,Premium,2023-04-20,East
CUST_00142,Standard,2023-11-05,West
CUST_00143,Basic,2022-07-02,South
CUST_00144,Standard,2023-12-13,North
CUST_00145,Basic,2023-02-07,West
CUST_00146,Standard,2022-03-29,North
CUST_00147,Standard,2022-06-23,East
CUST_00148,Basic,2022-08-30,South
CUST_00149,Basic,2022-03-05,East
CUST_00150,Basic,2022-05-14,East
CUST_00151,Basic,2023-08-12,East
CUST_00152,Premium,2023-02-03,South
CUST_00153,Standard,2023-12-14,West
CUST_00154,Standard,2023-11-28,North
CUST_00155,Premium,2023-06-02,East
CUST_00156,Standard,2022-05-21,South
CUST_00157,Standard,2022-12-12,West
CUST_00158,Basic,2023-11-03,North
CUST_00159,Standard,2023-08-04,East
CUST_00160,Premium,2023-10-02,South
CUST_00161,Basic,2023-10-06,East
CUST_00162,Standard,2022-06-17,South
CUST_00163,Basic,2022-07-02,South
CUST_00164,Standard,2023-05-05,West
CUST_00165,Premium,2023-03-18,North
CUST_00166,Basic,2023-05-08,East
CUST_00167,Basic,2022-06-10,East
CUST_00168,Standard,2022-11-29,West
CUST_00169,Premium,2022-08-09,West
CUST_00170,Basic,2022-12-07,South
CUST_00171,Standard,2023-12-13,East
CUST_00172,Basic,2022-06-29,West
CUST_00173,Standard,2023-12-24,North
CUST_00174,Basic,2022-07-29,East
CUST_00175,Standard,2022-09-25,East
CUST_00176,Standard,2023-06-28,West
CUST_00177,Basic,2023-02-16,West
CUST_00178,Premium,2022-10-14,North
CUST_00179,Standard,2023-02-12,West
CUST_00180,Premium,2023-04-09,East
CUST_00181,Basic,2022-02-20,East
CUST_00182,Premium,2022-08-03,South
CUST_00183,Basic,2022-06-06,West
CUST_00184,Basic,2022-05-18,East
CUST_00185,Standard,2023-07-22,East
CUST_00186,Basic,2023-02-20,West
CUST_00187,Basic,2023-11-27,South
CUST_00188,Basic,2023-03-03,South
CUST_00189,Standard,2022-11-01,South
CUST_00190,Standard,2022-09-11,North
CUST_00191,Basic,2023-10-05,East
CUST_00192,Standard,2023-03-31,South
CUST_00193,Basic,2022-07-08,West
CUST_00194,Standard,2022-12-28,West
CUST_00195,Standard,2023-08-27,North
CUST_00196,Basic,2023-02-24,East
CUST_00197,Standard,2022-09-08,North
CUST_00198,Basic,2023-03-19,North
CUST_00199,Standard,2023-04-25,East
CUST_00200,Premium,2022-07-07,South
CUST_00201,Basic,2022-02-15,West
CUST_00202,Basic,2023-01-31,North
CUST_00203,Basic,2022-02-05,North
CUST_00204,Standard,2023-10-30,East
CUST_00205,Basic,2022-02-12,North
CUST_00206,Basic,2022-05-22,West
CUST_00207,Standard,2022-09-02,North
CUST_00208,Standard,2023-11-07,East
CUST_00209,Basic,2022-04-14,West
CUST_00210,Basic,2022-01-08,South
CUST_00211,Standard,2023-03-11,East
CUST_00212,Basic,2022-01-01,East
CUST_00213,Premium,2023-11-08,South
CUST_00214,Standard,2022-05-13,West
CUST_00215,Standard,2022-01-18,South
CUST_00216,Basic,2022-03-26,South
CUST_00217,Basic,2022-11-21,West
CUST_00218,Standard,2023-12-11,North
CUST_00219,Basic,2023-07-04,West
CUST_00220,Basic,2023-05-27,East
CUST_00221,Basic,2023-05-14,West
CUST_00222,Standard,2023-12-21,South
CUST_00223,Standard,2022-04-09,East
CUST_00224,Standard,2023-08-28,West
CUST_00225,Standard,2023-04-27,North
CUST_00226,Basic,2022-09-11,North
CUST_00227,Standard,2023-04-06,East
CUST_00228,Basic,2023-04-22,West
CUST_00229,Premium,2023-09-01,North
CUST_00230,Standard,2023-03-19,North
CUST_00231,Basic,2023-06-17,North
CUST_00232,Basic,2023-04-11,West
CUST_00233,Basic,2023-09-05,West
CUST_00234,Basic,2023-10-03,South
CUST_00235,Basic,2022-03-19,South
CUST_00236,Standard,2022-09-08,South
CUST_00237,Basic,2023-06-27,North
CUST_00238,Standard,2022-11-01,East
CUST_00239,Basic,2023-07-23,West
CUST_00240,Basic,2022-05-18,North
CUST_00241,Standard,2023-03-20,East
CUST_00242,Standard,2022-12-19,East
CUST_00243,Standard,2023-05-18,South
CUST_00244,Standard,2022-03-26,East
CUST_00245,Standard,2022-03-12,North
CUST_00246,Basic,2022-12-16,East
CUST_00247,Standard,2023-03-18,West
CUST_00248,Basic,2023-08-27,South
CUST_00249,Basic,2023-06-01,West
CUST_00250,Standard,2022-08-09,East
CUST_00251,Basic,2022-03-13,North
CUST_00252,Standard,2023-08-17,East
CUST_00253,Basic,2023-04-08,East
CUST_00254,Standard,2022-03-13,East
CUST_00255,Basic,2022-03-10,North
CUST_00256,Standard,2022-08-23,North
CUST_00257,Standard,2022-07-14,West
CUST_00258,Basic,2022-12-21,East
CUST_00259,Basic,2023-09-15,South
CUST_00260,Basic,2023-04-04,West
CUST_00261,Standard,2023-04-28,South
CUST_00262,Standard,2022-05-26,South
CUST_00263,Basic,2022-12-11,West
CUST_00264,Standard,2023-11-30,South
CUST_00265,Standard,2023-02-10,West
CUST_00266,Basic,2022-11-12,East
CUST_00267,Basic,2023-07-07,West
CUST_00268,Premium,2022-05-23,South
CUST_00269,Standard,2022-07-16,North
CUST_00270,Standard,2022-08-28,East
CUST_00271,Basic,2023-12-03,East
CUST_00272,Basic,2022-08-08,East
CUST_00273,Premium,2022-04-02,South
CUST_00274,Basic,2022-07-24,North
CUST_00275,Premium,2022-08-14,East
CUST_00276,Standard,2023-12-20,South
CUST_00277,Standard,2023-11-23,West
CUST_00278,Premium,2022-02-01,West
CUST_00279,Standard,2022-10-29,West
CUST_00280,Standard,2023-04-08,North
CUST_00281,Standard,2022-10-17,East
CUST_00282,Basic,2023-02-25,South
CUST_00283,Basic,2022-08-30,West
CUST_00284,Premium,2022-04-09,North
CUST_00285,Basic,2022-10-22,North
CUST_00286,Premium,2022-07-06,East
CUST_00287,Basic,2023-07-28,North
CUST_00288,Premium,2022-12-20,West
CUST_00289,Standard,2023-11-30,West
CUST_00290,Basic,2023-03-18,West
CUST_00291,Standard,2022-07-17,East
CUST_00292,Standard,2022-09-05,West
CUST_00293,Premium,2022-04-30,West
CUST_00294,Standard,2022-10-21,South
CUST_00295,Premium,2022-04-05,East
CUST_00296,Basic,2022-03-23,West
CUST_00297,Basic,2022-06-25,South
CUST_00298,Premium,2023-02-16,North
CUST_00299,Premium,2023-01-06,North
CUST_00300,Standard,2023-05-27,North
CUST_00301,Standard,2022-08-04,West
CUST_00302,Standard,2023-08-09,North
CUST_00303,Premium,2023-01-16,South
CUST_00304,Basic,2023-03-30,East
CUST_00305,Basic,2022-08-16,South
CUST_00306,Basic,2022-12-28,South
CUST_00307,Standard,2022-06-01,East
CUST_00308,Basic,2023-08-22,North
CUST_00309,Basic,2023-02-16,South
CUST_00310,Standard,2023-10-30,West
CUST_00311,Basic,2022-05-27,West
CUST_00312,Basic,2022-08-02,East
CUST_00313,Standard,2022-05-21,North
CUST_00314,Basic,2022-02-15,West
CUST_00315,Standard,2022-07-12,North
CUST_00316,Standard,2022-04-14,South
CUST_00317,Basic,2023-03-27,West
CUST_00318,Premium,2023-06-03,South
CUST_00319,Premium,2023-03-30,North
CUST_00320,Standard,2022-08-03,North
CUST_00321,Basic,2023-02-15,South
CUST_00322,Basic,2023-01-11,North
CUST_00323,Standard,2022-09-30,West
CUST_00324,Basic,2022-03-20,South
CUST_00325,Standard,2023-07-21,East
CUST_00326,Standard,2023-01-18,South
CUST_00327,Premium,2022-12-21,South
CUST_00328,Standard,2022-11-09,South
CUST_00329,Standard,2023-11-05,East
CUST_00330,Premium,2023-05-12,North
CUST_00331,Basic,2023-08-02,South
CUST_00332,Basic,2022-01-23,West
CUST_00333,Basic,2022-10-15,East
CUST_00334,Standard,2022-11-09,South
CUST_00335,Premium,2023-01-27,South
CUST_00336,Standard,2022-11-07,South
CUST_00337,Basic,2022-03-04,West
CUST_00338,Basic,2023-03-03,North
CUST_00339,Basic,2022-09-30,East
CUST_00340,Standard,2023-06-01,South
CUST_00341,Standard,2022-03-26,South
CUST_00342,Basic,2023-12-15,North
CUST_00343,Standard,2022-07-04,East
CUST_00344,Standard,2023-02-13,West
CUST_00345,Standard,2022-04-23,South
CUST_00346,Basic,2023-04-15,North
CUST_00347,Basic,2022-07-23,North
CUST_00348,Basic,2022-06-18,South
CUST_00349,Standard,2023-10-13,East
CUST_00350,Basic,2023-04-05,North
CUST_00351,Basic,2022-10-04,East
CUST_00352,Basic,2023-09-30,East
CUST_00353,Standard,2022-08-21,West
CUST_00354,Premium,2023-12-09,North
CUST_00355,Basic,2023-08-17,North
CUST_00356,Standard,2022-09-18,West
CUST_00357,Standard,2022-02-17,South
CUST_00358,Premium,2023-02-17,East
CUST_00359,Standard,2022-01-05,South
CUST_00360,Basic,2022-04-25,West
CUST_00361,Basic,2022-07-24,South
CUST_00362,Basic,2022-07-31,North
CUST_00363,Premium,2023-10-15,South
CUST_00364,Basic,2022-12-10,North
CUST_00365,Standard,2023-12-19,North
CUST_00366,Premium,2023-02-10,East
CUST_00367,Premium,2022-01-13,West
CUST_00368,Basic,2022-05-03,South
CUST_00369,Basic,2022-01-17,East
CUST_00370,Basic,2023-04-09,West
CUST_00371,Basic,2022-10-07,East
CUST_00372,Standard,2022-03-10,East
CUST_00373,Standard,2023-10-16,West
CUST_00374,Standard,2022-08-08,East
CUST_00375,Standard,2023-08-21,North
CUST_00376,Standard,2023-06-02,South
CUST_00377,Basic,2023-08-25,South
CUST_00378,Basic,2022-12-15,South
CUST_00379,Basic,2023-12-29,North
CUST_00380,Basic,2023-11-05,North
CUST_00381,Basic,2022-02-13,South
CUST_00382,Premium,2023-10-18,North
CUST_00383,Basic,2023-01-26,West
CUST_00384,Basic,2023-01-20,North
CUST_00385,Basic,2023-12-05,South
CUST_00386,Basic,2022-02-08,West
CUST_00387,Standard,2022-03-09,East
CUST_00388,Basic,2022-11-12,East
CUST_00389,Basic,2022-02-05,North
CUST_00390,Basic,2023-11-14,West
CUST_00391,Basic,2023-02-08,West
CUST_00392,Standard,2023-10-20,West
CUST_00393,Basic,2022-05-02,North
CUST_00394,Standard,2022-06-24,South
CUST_00395,Basic,2023-10-12,North
CUST_00396,Standard,2023-05-14,North
CUST_00397,Standard,2022-01-14,East
CUST_00398,Basic,2023-04-21,East
CUST_00399,Premium,2023-06-18,North
CUST_00400,Standard,2023-07-30,North
CUST_00401,Basic,2022-12-07,East
CUST_00402,Premium,2023-11-10,West
CUST_00403,Premium,2023-10-09,East
CUST_00404,Basic,2023-11-23,South
CUST_00405,Standard,2023-05-12,East
CUST_00406,Basic,2023-11-24,West
CUST_00407,Standard,2023-01-26,South
CUST_00408,Standard,2023-07-06,East
CUST_00409,Basic,2022-12-20,East
CUST_00410,Basic,2022-12-27,West
CUST_00411,Basic,2022-05-30,West
CUST_00412,Basic,2023-01-15,South
CUST_00413,Standard,2022-10-10,East
CUST_00414,Basic,2023-11-08,West
CUST_00415,Basic,2023-02-19,South
CUST_00416,Standard,2023-10-09,South
CUST_00417,Basic,2023-03-18,North
CUST_00418,Standard,2023-06-29,East
CUST_00419,Basic,2022-05-30,West
CUST_00420,Standard,2023-02-11,East
CUST_00421,Basic,2023-08-13,South
CUST_00422,Premium,2022-03-31,North
CUST_00423,Standard,2023-11-12,South
CUST_00424,Premium,2022-08-13,West
CUST_00425,Basic,2022-10-02,East
CUST_00426,Premium,2022-04-27,South
CUST_00427,Basic,2023-03-17,South
CUST_00428,Standard,2022-07-06,South
CUST_00429,Basic,2022-11-07,South
CUST_00430,Premium,2022-03-30,North
CUST_00431,Premium,2023-11-26,East
CUST_00432,Basic,2023-07-04,South
CUST_00433,Premium,2023-11-26,East
CUST_00434,Premium,2023-01-24,North
CUST_00435,Basic,2022-02-14,North
CUST_00436,Basic,2023-03-31,West
CUST_00437,Basic,2022-04-21,East
CUST_00438,Basic,2023-09-11,North
CUST_00439,Basic,2022-10-11,North
CUST_00440,Basic,2023-01-13,South
CUST_00441,Basic,2022-03-15,East
CUST_00442,Premium,2022-09-15,North
CUST_00443,Basic,2022-05-10,North
CUST_00444,Basic,2022-06-11,North
CUST_00445,Basic,2023-05-19,South
CUST_00446,Basic,2023-09-09,South
CUST_00447,Premium,2023-03-12,West
CUST_00448,Basic,2022-08-03,South
CUST_00449,Premium,2022-11-25,West
CUST_00450,Standard,2023-06-22,East
CUST_00451,Premium,2022-08-28,South
CUST_00452,Standard,2022-10-10,North
CUST_00453,Basic,2023-08-08,East
CUST_00454,Standard,2022-11-23,West
CUST_00455,Basic,2022-07-30,East
CUST_00456,Standard,2022-04-30,North
CUST_00457,Standard,2023-05-31,West
CUST_00458,Basic,2022-11-07,North
CUST_00459,Standard,2023-08-16,West
CUST_00460,Basic,2022-09-06,East
CUST_00461,Basic,2022-07-12,East
CUST_00462,Premium,2022-08-11,West
CUST_00463,Basic,2023-03-18,West
CUST_00464,Standard,2022-09-20,East
CUST_00465,Basic,2023-12-03,South
CUST_00466,Standard,2022-01-02,North
CUST_00467,Basic,2023-06-09,North
CUST_00468,Basic,2022-09-02,South
CUST_00469,Standard,2023-12-24,North
CUST_00470,Basic,2023-10-05,South
CUST_00471,Basic,2022-08-31,South
CUST_00472,Basic,2022-03-17,West
CUST_00473,Basic,2022-04-11,North
CUST_00474,Basic,2023-05-03,South
CUST_00475,Standard,2023-09-15,North
CUST_00476,Basic,2023-07-22,East
CUST_00477,Premium,2023-03-27,North
CUST_00478,Standard,2022-01-10,West
CUST_00479,Premium,2022-10-03,West
CUST_00480,Standard,2022-07-20,North
CUST_00481,Premium,2022-01-16,South
CUST_00482,Premium,2023-12-15,East
CUST_00483,Standard,2023-10-28,East
CUST_00484,Basic,2022-08-05,West
CUST_00485,Basic,2023-07-01,West
CUST_00486,Premium,2023-01-16,North
CUST_00487,Basic,2023-11-17,South
CUST_00488,Standard,2023-03-07,South
CUST_00489,Basic,2023-04-25,North
CUST_00490,Premium,2023-10-09,North
CUST_00491,Premium,2022-01-12,West
CUST_00492,Basic,2023-10-06,East
CUST_00493,Basic,2022-11-27,South
CUST_00494,Basic,2023-11-18,North
CUST_00495,Basic,2022-07-02,East
CUST_00496,Basic,2023-06-20,West
CUST_00497,Premium,2023-01-18,West
CUST_00498,Standard,2023-01-22,East
CUST_00499,Basic,2022-10-03,North
CUST_00500,Basic,2022-10-19,North
CUST_00501,Standard,2022-04-11,South
CUST_00502,Standard,2023-04-03,East
CUST_00503,Premium,2023-11-18,South
CUST_00504,Basic,2022-04-22,East
CUST_00505,Basic,2022-04-15,North
CUST_00506,Standard,2023-04-23,East
CUST_00507,Basic,2022-03-25,South
CUST_00508,Standard,2022-01-02,East
CUST_00509,Basic,2022-12-09,North
CUST_00510,Standard,2022-08-14,West
CUST_00511,Standard,2022-01-24,North
CUST_00512,Standard,2022-09-27,North
CUST_00513,Basic,2022-04-12,West
CUST_00514,Standard,2022-08-30,North
CUST_00515,Basic,2023-05-24,South
CUST_00516,Basic,2022-10-18,West
CUST_00517,Premium,2023-02-15,East
CUST_00518,Basic,2023-02-24,South
CUST_00519,Basic,2023-05-18,West
CUST_00520,Standard,2023-12-02,East
CUST_00521,Standard,2023-09-21,East
CUST_00522,Standard,2023-11-25,West
CUST_00523,Standard,2022-06-02,East
CUST_00524,Standard,2023-06-20,North
CUST_00525,Premium,2023-03-23,West
CUST_00526,Standard,2023-12-03,West
CUST_00527,Basic,2022-12-28,South
CUST_00528,Basic,2022-06-06,East
CUST_00529,Basic,2023-02-25,North
CUST_00530,Standard,2023-06-20,East
CUST_00531,Basic,2023-09-03,East
CUST_00532,Basic,2023-09-08,North
CUST_00533,Basic,2022-01-15,East
CUST_00534,Basic,2022-07-29,West
CUST_00535,Basic,2022-04-26,West
CUST_00536,Basic,2022-04-03,North
CUST_00537,Standard,2022-03-22,North
CUST_00538,Basic,2023-01-24,East
CUST_00539,Basic,2023-07-26,North
CUST_00540,Basic,2022-07-08,East
CUST_00541,Basic,2023-09-29,East
CUST_00542,Standard,2023-09-28,North
CUST_00543,Basic,2022-11-15,North
CUST_00544,Standard,2023-04-24,East
CUST_00545,Basic,2023-05-18,West
CUST_00546,Standard,2023-10-26,North
CUST_00547,Basic,2023-03-02,South
CUST_00548,Standard,2023-10-17,West
CUST_00549,Basic,2023-01-08,North
CUST_00550,Premium,2022-04-29,West
CUST_00551,Basic,2023-08-01,East
CUST_00552,Premium,2022-12-10,South
CUST_00553,Basic,2023-10-29,North
CUST_00554,Basic,2022-07-23,South
CUST_00555,Standard,2022-11-03,West
CUST_00556,Standard,2023-12-11,West
CUST_00557,Standard,2022-01-17,West
CUST_00558,Basic,2022-06-22,South
CUST_00559,Premium,2022-10-22,North
CUST_00560,Premium,2022-03-30,East
CUST_00561,Premium,2022-03-21,North
CUST_00562,Standard,2023-04-01,South
CUST_00563,Basic,2023-04-20,East
CUST_00564,Basic,2023-11-02,East
CUST_00565,Premium,2022-10-17,West
CUST_00566,Basic,2023-11-11,North
CUST_00567,Standard,2022-01-13,South
CUST_00568,Basic,2022-03-31,South
CUST_00569,Basic,2022-08-04,East
CUST_00570,Standard,2022-07-18,West
CUST_00571,Premium,2022-11-22,North
CUST_00572,Basic,2023-02-03,East
CUST_00573,Basic,2022-09-01,North
CUST_00574,Basic,2022-07-03,North
CUST_00575,Standard,2022-12-08,West
CUST_00576,Basic,2022-07-12,West
CUST_00577,Basic,2022-03-04,East
CUST_00578,Basic,2023-05-04,South
CUST_00579,Basic,2022-07-08,North
CUST_00580,Basic,2022-02-02,North
CUST_00581,Premium,2022-11-22,North
CUST_00582,Standard,2023-02-18,North
CUST_00583,Standard,2023-08-28,South
CUST_00584,Standard,2022-02-24,East
CUST_00585,Standard,2022-11-08,West
CUST_00586,Basic,2023-10-06,South
CUST_00587,Basic,2022-05-19,West
CUST_00588,Premium,2023-09-12,West
CUST_00589,Standard,2023-11-17,South
CUST_00590,Basic,2023-01-23,North
CUST_00591,Standard,2023-01-29,West
CUST_00592,Basic,2022-10-04,North
CUST_00593,Premium,2022-06-11,West
CUST_00594,Basic,2023-06-30,West
CUST_00595,Basic,2023-08-12,East
CUST_00596,Basic,2023-04-22,East
CUST_00597,Standard,2023-03-17,East
CUST_00598,Basic,2023-09-17,North
CUST_00599,Standard,2023-12-22,West
CUST_00600,Standard,2023-07-11,East
CUST_00601,Premium,2023-02-15,South
CUST_00602,Basic,2023-12-23,South
CUST_00603,Basic,2023-02-01,North
CUST_00604,Basic,2023-04-14,East
CUST_00605,Premium,2023-01-12,East
CUST_00606,Standard,2023-06-12,West
CUST_00607,Premium,2022-08-26,West
CUST_00608,Premium,2023-09-24,South
CUST_00609,Basic,2022-12-22,East
CUST_00610,Basic,2022-09-20,North
CUST_00611,Basic,2022-08-20,South
CUST_00612,Basic,2023-04-02,North
CUST_00613,Premium,2023-08-17,West
CUST_00614,Basic,2022-09-25,North
CUST_00615,Standard,2022-05-24,East
CUST_00616,Basic,2022-01-11,West
CUST_00617,Basic,2022-01-30,East
CUST_00618,Standard,2022-05-17,West
CUST_00619,Standard,2023-04-23,East
CUST_00620,Basic,2023-10-05,North
CUST_00621,Standard,2023-03-07,North
CUST_00622,Standard,2023-05-20,West
CUST_00623,Standard,2023-10-25,East
CUST_00624,Standard,2022-06-04,East
CUST_00625,Basic,2023-07-28,South
CUST_00626,Standard,2022-06-10,South
CUST_00627,Basic,2023-01-23,West
CUST_00628,Basic,2022-06-06,North
CUST_00629,Standard,2023-12-22,North
CUST_00630,Premium,2022-07-20,North
CUST_00631,Basic,2022-08-21,East
CUST_00632,Standard,2022-10-22,South
CUST_00633,Basic,2023-03-28,North
CUST_00634,Premium,2023-03-17,West
CUST_00635,Premium,2022-09-04,West
CUST_00636,Basic,2023-03-26,East
CUST_00637,Standard,2023-09-05,North
CUST_00638,Basic,2023-07-13,East
CUST_00639,Basic,2023-07-01,South
CUST_00640,Standard,2022-01-05,East
CUST_00641,Standard,2023-12-23,North
CUST_00642,Premium,2023-09-16,East
CUST_00643,Premium,2023-07-19,North
CUST_00644,Basic,2023-03-12,West
CUST_00645,Standard,2023-02-25,South
CUST_00646,Basic,2022-07-24,West
CUST_00647,Standard,2023-12-30,North
CUST_00648,Basic,2022-06-10,South
CUST_00649,Basic,2022-02-22,East
CUST_00650,Basic,2023-06-30,South
CUST_00651,Standard,2023-12-01,West
CUST_00652,Standard,2023-08-22,South
CUST_00653,Standard,2023-02-07,South
CUST_00654,Basic,2023-05-05,South
CUST_00655,Standard,2022-06-21,West
CUST_00656,Premium,2022-07-06,North
CUST_00657,Basic,2023-05-06,South
CUST_00658,Premium,2022-10-29,East
CUST_00659,Standard,2023-05-04,North
CUST_00660,Standard,2022-11-06,South
CUST_00661,Standard,2023-05-25,East
CUST_00662,Basic,2022-06-19,South
CUST_00663,Premium,2022-02-27,South
CUST_00664,Basic,2023-05-18,South
CUST_00665,Basic,2022-12-30,South
CUST_00666,Standard,2022-01-27,East
CUST_00667,Standard,2022-02-02,East
CUST_00668,Premium,2022-10-21,North
CUST_00669,Premium,2023-09-11,East
CUST_00670,Standard,2022-02-16,North
CUST_00671,Premium,2022-09-17,North
CUST_00672,Basic,2023-07-04,West
CUST_00673,Standard,2023-03-08,North
CUST_00674,Standard,2023-09-12,East
CUST_00675,Premium,2022-09-08,West
CUST_00676,Standard,2022-12-12,West
CUST_00677,Basic,2023-09-16,South
CUST_00678,Standard,2022-08-16,North
CUST_00679,Standard,2022-03-24,East
CUST_00680,Basic,2023-07-28,North
CUST_00681,Premium,2022-11-08,North
CUST_00682,Premium,2022-07-02,West
CUST_00683,Basic,2022-01-07,East
CUST_00684,Standard,2022-04-14,East
CUST_00685,Basic,2022-03-04,East
CUST_00686,Premium,2022-12-28,North
CUST_00687,Standard,2023-02-13,South
CUST_00688,Premium,2022-12-26,North
CUST_00689,Basic,2022-10-14,South
CUST_00690,Basic,2023-11-21,North
CUST_00691,Premium,2022-05-14,East
CUST_00692,Basic,2023-02-21,South
CUST_00693,Basic,2022-06-09,West
CUST_00694,Standard,2023-09-03,East
CUST_00695,Basic,2022-04-30,West
CUST_00696,Basic,2023-12-05,West
